location_id,weather_id,time_id,vehicle_count,avg_speed,accident,congestion,traffic_level
1,2,9,105,25.46,1,1,High
3,3,20,94,13.02,0,1,High
3,1,11,25,72.94,0,0,Low
2,1,7,33,42.16,0,0,Low
2,3,3,38,54.93,0,0,Low
3,3,16,58,70.96,0,0,Medium
3,3,23,54,67.26,0,0,Medium
3,2,5,20,39.6,0,0,Low
2,1,22,57,54.69,0,0,Medium
1,2,16,36,53.68,0,0,Low
1,3,7,29,64.92,0,0,Low
1,2,1,34,62.63,0,0,Low
4,2,2,28,78.12,0,0,Low
2,3,13,28,43.61,0,0,Low
2,1,10,35,59.13,0,0,Low
2,2,23,46,70.1,0,0,Medium
4,1,4,49,73.12,0,0,Medium
4,1,8,108,20.8,0,1,High
3,3,23,57,77.06,0,0,Medium
3,1,11,41,59.85,0,0,Medium
1,1,4,24,71.72,0,0,Low
1,2,12,116,35.24,0,1,High
4,1,23,36,56.22,0,0,Low
2,3,17,18,47.99,0,0,Low
3,3,20,105,29.14,0,1,High
2,1,17,46,75.42,0,0,Medium
4,3,11,34,48.84,0,0,Low
2,1,14,63,15.99,0,1,Medium
1,3,24,110,36.58,0,1,High
3,2,7,22,41.15,0,0,Low
2,2,20,92,37.96,1,1,High
3,2,20,96,16.05,0,1,High
4,2,10,55,37.47,0,0,Medium
1,3,11,33,49.74,0,0,Low
1,2,6,85,29.98,0,1,High
2,2,1,40,57.38,0,0,Low
2,2,22,19,78.89,0,0,Low
1,1,15,39,78.33,0,0,Low
3,1,10,42,36.75,0,0,Medium
2,2,19,14,46.48,0,0,Low
1,2,19,46,61.39,0,0,Medium
3,3,15,23,55.22,0,0,Low
1,2,15,47,76.55,0,0,Medium
3,1,2,22,51.35,0,0,Low
2,2,22,45,31.53,0,0,Medium
4,1,11,10,63.93,1,1,Low
3,3,1,41,73.81,0,0,Medium
2,2,15,40,68.27,0,0,Low
4,2,15,33,54.68,0,0,Low
4,3,18,20,42.16,0,0,Low
4,3,21,76,31.94,0,0,Medium
3,3,20,67,24.29,0,0,Medium
4,1,21,106,15.52,0,1,High
4,3,5,23,70.26,0,0,Low
4,3,2,60,59.02,0,0,Medium
1,2,7,53,74.08,0,0,Medium
4,3,7,29,47.83,0,0,Low
1,1,4,36,73.12,0,0,Low
4,3,16,24,39.88,0,0,Low
3,3,3,39,53.86,0,0,Low
4,1,6,62,31.49,0,0,Medium
1,2,2,21,46.4,0,0,Low
3,3,4,47,42.01,0,0,Medium
3,1,17,26,74.25,1,1,Low
1,3,8,108,24.97,0,1,High
2,2,9,109,25.09,0,1,High
2,3,11,59,43.98,0,0,Medium
2,3,15,27,35.6,0,0,Low
3,1,8,69,35.54,0,0,Medium
4,1,12,93,21.88,0,1,High
4,1,7,59,66.39,0,0,Medium
3,1,20,63,24.42,0,0,Medium
4,3,6,107,37.63,0,1,High
3,1,6,104,23.71,0,1,High
3,3,14,61,11.53,0,1,Medium
2,3,16,58,34.13,0,0,Medium
2,1,23,36,52.66,0,0,Low
4,2,24,119,32.01,0,1,High
4,1,15,33,34.29,0,0,Low
3,1,15,48,50.59,0,0,Medium
1,3,8,91,24.59,0,1,High
4,3,7,18,73.49,0,0,Low
1,2,4,23,65.36,0,0,Low
2,3,7,32,41.18,0,0,Low
4,1,20,61,18.71,0,1,Medium
3,3,22,37,74.81,1,1,Low
2,3,17,22,44.25,0,0,Low
4,1,24,71,20.79,0,0,Medium
4,3,12,77,27.26,0,0,Medium
2,3,22,24,78.04,0,0,Low
2,2,1,12,46.27,0,0,Low
4,2,1,52,33.95,1,1,Medium
1,2,24,75,18.49,0,1,Medium
1,3,6,84,32.32,0,1,High
2,2,9,112,21.5,1,1,High
1,2,18,10,63.99,0,0,Low
4,3,10,18,77.83,0,0,Low
4,2,7,26,62.9,0,0,Low
1,2,21,117,24.75,0,1,High
4,1,17,40,74.38,0,0,Low
3,3,9,97,26.05,0,1,High
3,1,10,41,77.6,0,0,Medium
3,3,19,14,74.83,0,0,Low
4,2,25,68,18.03,0,1,Medium
4,2,12,82,16.79,0,1,High
2,3,20,83,13.01,0,1,High
1,2,16,59,71.75,0,0,Medium
4,2,1,29,71.81,0,0,Low
2,1,1,60,30.97,0,0,Medium
4,1,9,85,37.63,0,1,High
3,3,9,84,23.83,0,1,High
4,3,21,60,35.23,0,0,Medium
4,2,5,48,61.63,0,0,Medium
4,3,18,38,31.83,0,0,Low
3,3,13,23,71.08,0,0,Low
1,1,16,22,51.86,0,0,Low
1,3,7,38,43.2,0,0,Low
4,1,22,19,38.91,0,0,Low
1,1,23,50,54.75,0,0,Medium
3,1,17,45,76.8,0,0,Medium
2,2,7,29,58.06,0,0,Low
4,3,2,47,32.65,0,0,Medium
4,1,21,106,18.96,0,1,High
2,2,16,35,56.48,0,0,Low
2,3,1,17,33.34,0,0,Low
2,1,15,20,45.98,0,0,Low
4,1,6,71,38.87,0,0,Medium
2,3,17,33,33.69,0,0,Low
4,2,1,34,65.61,0,0,Low
4,2,19,57,71.79,0,0,Medium
2,2,7,10,66.75,0,0,Low
4,1,20,79,16.28,0,1,Medium
3,1,21,90,23.86,0,1,High
4,1,5,18,64.46,0,0,Low
4,3,5,19,33.18,0,0,Low
2,2,9,68,13.72,0,1,Medium
2,2,23,20,59.75,0,0,Low
4,2,21,74,33.19,0,0,Medium
3,1,20,83,11.14,0,1,High
4,1,24,105,12.18,0,1,High
1,2,22,55,78.6,0,0,Medium
3,2,16,23,41.47,0,0,Low
3,3,15,25,67.99,0,0,Low
3,1,7,31,45.06,0,0,Low
2,2,7,42,63.6,0,0,Medium
3,3,12,75,32.62,0,0,Medium
1,1,15,37,72.43,0,0,Low
4,2,12,101,18.11,0,1,High
4,2,9,118,11.99,1,1,High
3,2,9,105,39.89,0,1,High
4,1,7,48,59.46,0,0,Medium
2,2,20,87,12.58,0,1,High
1,2,14,71,21.54,0,0,Medium
3,1,16,13,67.84,0,0,Low
3,3,15,25,77.79,0,0,Low
4,1,11,25,69.56,0,0,Low
4,3,1,30,31.04,0,0,Low
2,2,6,97,16.73,0,1,High
2,2,14,61,28.02,0,0,Medium
3,2,16,19,35.88,0,0,Low
2,2,10,55,54.23,0,0,Medium
4,1,18,57,48.95,0,0,Medium
3,1,23,60,58.79,0,0,Medium
2,1,21,91,13.79,0,1,High
1,3,13,41,73.87,0,0,Medium
1,3,13,35,78.09,0,0,Low
3,3,25,62,25.9,0,0,Medium
2,2,24,93,31.83,0,1,High
3,1,6,66,27.12,0,0,Medium
4,2,13,18,48.93,0,0,Low
1,2,1,39,35.51,0,0,Low
3,2,17,36,72.71,0,0,Low
4,2,22,29,65.31,0,0,Low
1,2,12,113,19.18,0,1,High
1,1,1,15,46.96,0,0,Low
1,1,15,15,77.31,0,0,Low
3,3,14,89,29.41,1,1,High
1,2,15,40,77.98,0,0,Low
3,3,13,16,73.28,0,0,Low
1,1,2,39,79.64,0,0,Low
3,3,20,118,35.01,0,1,High
2,3,1,40,66.77,0,0,Low
2,3,14,109,33.82,0,1,High
1,1,14,73,22.62,0,0,Medium
1,3,3,25,47.95,1,1,Low
4,3,17,42,52.09,0,0,Medium
4,1,21,120,34.69,0,1,High
2,3,4,17,36.96,0,0,Low
3,1,7,56,52.52,0,0,Medium
2,3,22,58,48.14,0,0,Medium
4,2,16,26,37.67,0,0,Low
1,2,3,53,68.39,0,0,Medium
1,2,22,32,45.48,1,1,Low
3,1,2,21,35.15,0,0,Low
2,2,6,99,11.85,1,1,High
2,3,3,35,33.38,0,0,Low
1,2,11,14,39.86,0,0,Low
3,3,17,18,55.48,0,0,Low
4,1,23,15,54.75,0,0,Low
4,2,3,42,75.62,0,0,Medium
1,3,3,36,35.18,0,0,Low
3,2,8,75,21.29,1,1,Medium
3,1,12,97,19.31,0,1,High
2,3,20,62,17.2,0,1,Medium
1,2,12,72,10.37,0,1,Medium
1,2,14,118,38.71,0,1,High
1,1,4,57,33.31,0,0,Medium
1,2,17,27,70.73,0,0,Low
3,1,11,53,39.22,0,0,Medium
3,1,17,55,76.7,0,0,Medium
4,2,11,14,30.06,1,1,Low
3,2,3,48,36.71,0,0,Medium
3,1,15,25,55.88,0,0,Low
1,3,20,108,15.33,0,1,High
2,2,2,34,75.5,0,0,Low
3,3,16,51,54.28,0,0,Medium
3,2,16,23,75.61,0,0,Low
4,2,8,89,14.78,0,1,High
2,3,17,25,47.38,0,0,Low
2,1,23,40,59.13,0,0,Low
4,2,21,110,11.87,0,1,High
4,2,15,46,30.11,0,0,Medium
1,1,5,59,39.76,0,0,Medium
3,2,3,41,79.76,1,1,Medium
3,3,3,53,39.51,0,0,Medium
2,2,14,108,39.34,0,1,High
4,3,8,82,38.52,0,1,High
4,1,2,54,48.79,0,0,Medium
3,3,9,110,24.26,1,1,High
4,2,24,108,30.65,0,1,High
3,3,4,42,40.69,0,0,Medium
4,1,10,22,79.3,0,0,Low
1,3,16,58,39.43,0,0,Medium
2,1,4,11,49.29,1,1,Low
3,2,7,38,70.64,0,0,Low
4,2,20,107,24.74,0,1,High
4,3,7,60,49.93,0,0,Medium
4,3,8,98,34.98,0,1,High
4,3,15,10,32.7,0,0,Low
2,1,23,46,59.63,0,0,Medium
3,3,2,51,42.91,0,0,Medium
1,2,4,26,50.08,0,0,Low
2,2,24,78,25.68,0,0,Medium
4,1,2,39,30.76,0,0,Low
2,2,25,81,21.49,0,1,High
1,3,13,60,50.89,0,0,Medium
1,3,24,119,27.61,0,1,High
3,1,16,25,35.79,0,0,Low
3,3,22,19,54.5,0,0,Low
1,2,19,12,76.27,0,0,Low
1,3,19,20,36.62,0,0,Low
2,1,22,53,36.02,0,0,Medium
3,1,12,120,39.17,0,1,High
1,2,15,60,71.22,0,0,Medium
2,3,17,29,45.54,0,0,Low
4,1,10,33,45.15,0,0,Low
4,1,20,62,36.78,0,0,Medium
1,2,6,93,11.81,0,1,High
2,2,8,88,21.16,0,1,High
1,2,15,58,42.61,0,0,Medium
2,3,18,19,33.77,0,0,Low
1,1,12,103,16.24,0,1,High
4,3,18,45,66.98,0,0,Medium
2,3,17,12,48.47,0,0,Low
2,1,13,19,70.44,0,0,Low
3,3,24,98,20.95,0,1,High
3,3,20,95,22.72,0,1,High
2,2,3,44,35.43,0,0,Medium
4,1,17,44,38.72,0,0,Medium
1,2,20,72,10.07,0,1,Medium
3,1,13,23,53.47,0,0,Low
4,3,7,34,41.52,0,0,Low
2,2,8,100,11.35,0,1,High
4,3,18,22,73.41,0,0,Low
3,2,3,47,73.88,0,0,Medium
2,1,20,119,13.08,0,1,High
3,2,17,46,68.34,0,0,Medium
4,3,4,48,66.61,0,0,Medium
1,2,2,48,75.57,1,1,Medium
1,1,22,30,49.01,0,0,Low
3,2,11,18,30.07,0,0,Low
1,2,22,50,43.83,1,1,Medium
1,3,16,19,66.71,1,1,Low
1,1,8,102,35.24,0,1,High
4,2,1,19,74.37,1,1,Low
3,1,8,110,19.77,0,1,High
4,1,21,69,12.97,0,1,Medium
2,1,21,118,28.31,0,1,High
1,2,4,60,64.05,1,1,Medium
1,1,8,84,35.28,0,1,High
3,2,16,51,65.03,0,0,Medium
3,3,3,58,66.46,0,0,Medium
1,1,2,15,65.8,0,0,Low
4,1,18,57,45.24,0,0,Medium
2,2,20,61,29.57,0,0,Medium
4,2,14,83,33.83,0,1,High
1,2,21,105,39.47,0,1,High
2,3,11,52,58.57,0,0,Medium
1,1,1,24,31.25,0,0,Low
3,3,17,17,58.55,0,0,Low
2,1,1,16,42.61,0,0,Low
4,3,2,43,32.71,0,0,Medium
2,1,19,32,34.49,0,0,Low
3,1,11,34,58.85,0,0,Low
1,1,22,29,54.61,0,0,Low
2,3,19,39,73.59,0,0,Low
4,1,13,26,31.55,0,0,Low
3,2,25,69,12.4,0,1,Medium
4,1,20,92,20.03,0,1,High
1,1,3,58,69.33,0,0,Medium
2,3,9,94,38.28,0,1,High
1,1,8,108,20.18,0,1,High
4,1,17,17,76.02,0,0,Low
1,1,15,51,67.2,0,0,Medium
4,2,2,22,36.43,0,0,Low
1,2,4,39,52.37,0,0,Low
4,2,3,23,72.08,0,0,Low
1,3,10,21,70.47,0,0,Low
1,3,18,13,39.29,0,0,Low
3,3,3,51,61.62,0,0,Medium
2,3,5,24,71.41,0,0,Low
3,3,14,81,12.72,0,1,High
1,1,13,49,54.93,0,0,Medium
1,1,3,51,51.04,0,0,Medium
4,2,5,60,69.33,0,0,Medium
4,2,1,32,65.65,1,1,Low
3,1,15,20,44.06,0,0,Low
2,2,23,36,41.75,0,0,Low
1,3,10,30,66.57,0,0,Low
1,1,3,31,35.91,0,0,Low
2,2,24,80,16.93,0,1,Medium
4,3,19,21,69.04,0,0,Low
4,3,21,94,14.69,0,1,High
2,2,12,64,32.73,0,0,Medium
2,1,19,59,64.42,0,0,Medium
1,1,3,55,58.7,0,0,Medium
4,1,18,39,45.8,0,0,Low
1,2,25,111,30.48,0,1,High
4,1,6,89,17.75,1,1,High
1,2,19,41,48.94,0,0,Medium
1,1,4,47,43.22,0,0,Medium
3,1,21,84,30.86,0,1,High
1,2,25,104,11.84,0,1,High
4,2,7,51,40.0,0,0,Medium
1,2,1,35,36.47,0,0,Low
3,3,17,15,49.4,0,0,Low
3,2,9,66,31.49,0,0,Medium
2,3,22,48,39.91,0,0,Medium
3,1,3,23,46.45,0,0,Low
2,1,5,39,43.35,0,0,Low
4,3,13,40,61.68,0,0,Low
4,3,16,39,60.84,0,0,Low
1,1,8,88,19.82,0,1,High
1,1,3,28,54.4,1,1,Low
3,3,8,82,36.46,0,1,High
1,3,5,34,37.36,0,0,Low
3,2,15,60,66.65,0,0,Medium
4,1,23,18,42.27,0,0,Low
1,2,18,30,34.36,0,0,Low
2,3,4,35,55.74,0,0,Low
4,2,25,64,22.78,0,0,Medium
4,3,2,56,70.46,0,0,Medium
3,3,13,53,69.81,0,0,Medium
1,2,13,43,34.41,1,1,Medium
2,3,3,50,67.04,0,0,Medium
3,1,9,116,13.67,0,1,High
1,1,13,32,30.64,0,0,Low
2,2,4,54,43.69,0,0,Medium
4,2,17,36,50.22,0,0,Low
3,3,5,37,58.03,0,0,Low
3,2,12,114,19.4,0,1,High
1,3,18,42,78.11,0,0,Medium
4,3,11,27,77.4,0,0,Low
1,1,21,68,31.49,0,0,Medium
2,3,9,74,31.26,0,0,Medium
1,1,8,113,15.59,0,1,High
3,1,16,14,64.04,0,0,Low
3,1,12,60,37.23,0,0,Medium
3,3,24,76,33.89,0,0,Medium
2,2,1,14,78.09,0,0,Low
1,1,15,52,71.38,0,0,Medium
1,2,4,18,69.62,0,0,Low
1,2,2,22,74.53,0,0,Low
4,1,24,85,27.94,0,1,High
3,2,21,65,36.26,0,0,Medium
1,2,24,108,15.73,0,1,High
4,2,21,95,25.16,0,1,High
3,2,6,83,18.53,0,1,High
2,3,4,46,66.58,0,0,Medium
2,3,13,27,45.44,0,0,Low
4,1,19,17,76.27,0,0,Low
2,3,21,83,27.54,0,1,High
3,2,13,24,36.72,0,0,Low
2,3,3,45,37.78,0,0,Medium
4,3,14,73,34.2,0,0,Medium
2,1,18,57,47.35,0,0,Medium
4,1,6,99,27.93,0,1,High
1,3,18,41,74.96,1,1,Medium
2,2,23,23,41.96,0,0,Low
4,1,14,93,39.85,0,1,High
2,1,10,31,36.93,0,0,Low
3,1,25,119,33.03,0,1,High
1,3,5,21,77.1,0,0,Low
3,3,20,97,35.21,0,1,High
3,1,22,29,53.94,0,0,Low
3,3,18,12,71.45,0,0,Low
1,1,5,46,36.52,0,0,Medium
2,2,12,63,26.56,0,0,Medium
1,1,18,18,38.98,0,0,Low
1,1,12,83,35.14,0,1,High
2,2,7,48,51.43,0,0,Medium
2,1,12,120,23.13,0,1,High
2,2,13,28,32.99,0,0,Low
2,1,19,37,35.14,0,0,Low
4,1,21,78,27.47,0,0,Medium
1,3,13,51,45.86,0,0,Medium
2,1,15,54,44.01,0,0,Medium
1,2,9,85,39.21,0,1,High
3,2,23,27,42.75,0,0,Low
3,2,3,16,72.37,0,0,Low
4,1,18,29,40.01,0,0,Low
1,3,13,45,49.43,0,0,Medium
1,3,19,47,56.18,0,0,Medium
3,3,4,52,54.28,0,0,Medium
2,1,9,108,22.89,0,1,High
3,2,1,11,40.07,0,0,Low
3,2,1,26,57.3,0,0,Low
4,2,1,22,56.02,0,0,Low
2,2,23,35,52.36,0,0,Low
2,3,24,112,22.72,0,1,High
3,1,8,68,16.91,0,1,Medium
2,2,24,76,39.55,0,0,Medium
4,3,14,100,15.28,0,1,High
3,2,13,50,52.61,0,0,Medium
4,2,12,77,39.48,0,0,Medium
1,3,5,27,67.74,0,0,Low
1,2,23,50,54.59,0,0,Medium
3,2,4,16,42.62,0,0,Low
3,1,10,33,58.01,0,0,Low
4,3,22,27,71.87,0,0,Low
1,1,22,40,64.94,0,0,Low
3,3,20,87,19.57,0,1,High
3,1,1,22,58.12,0,0,Low
2,1,14,61,23.46,0,0,Medium
3,3,21,68,22.22,0,0,Medium
2,1,10,52,51.24,0,0,Medium
3,2,21,85,18.76,0,1,High
2,3,18,15,74.58,0,0,Low
4,1,1,47,47.86,0,0,Medium
4,3,16,52,63.49,0,0,Medium
3,2,18,33,30.89,0,0,Low
2,2,9,70,37.16,0,0,Medium
4,3,19,56,66.41,0,0,Medium
2,1,14,120,19.78,0,1,High
1,2,7,17,36.26,0,0,Low
3,1,5,37,65.47,0,0,Low
2,2,21,101,31.6,0,1,High
2,1,4,60,68.02,0,0,Medium
3,1,13,44,67.56,0,0,Medium
3,1,16,34,52.4,1,1,Low
2,3,23,20,55.95,0,0,Low
3,3,24,84,37.5,0,1,High
2,2,12,73,15.95,0,1,Medium
1,3,15,51,62.07,0,0,Medium
4,3,5,59,79.37,0,0,Medium
2,1,11,15,39.69,0,0,Low
2,1,12,90,13.69,0,1,High
1,2,21,112,18.36,0,1,High
1,2,17,39,60.38,0,0,Low
1,3,6,112,29.55,0,1,High
4,1,12,76,39.23,0,0,Medium
4,3,14,81,28.01,1,1,High
3,2,20,111,10.78,0,1,High
3,1,13,39,68.75,0,0,Low
3,2,17,56,53.49,0,0,Medium
1,3,20,95,39.23,0,1,High
2,3,24,97,24.39,0,1,High
4,2,16,49,30.58,0,0,Medium
4,2,21,77,27.79,0,0,Medium
4,1,8,71,26.08,0,0,Medium
3,1,14,101,28.83,0,1,High
3,3,11,11,72.91,0,0,Low
1,1,1,36,55.2,0,0,Low
3,1,5,60,38.96,0,0,Medium
3,3,20,85,31.63,0,1,High
4,3,3,28,35.33,0,0,Low
1,2,3,35,77.2,0,0,Low
2,1,20,70,29.62,0,0,Medium
4,1,5,16,75.32,0,0,Low
1,2,18,50,64.26,0,0,Medium
2,3,24,62,21.22,1,1,Medium
3,2,18,51,33.76,0,0,Medium
4,1,19,58,35.39,0,0,Medium
1,3,4,52,36.17,0,0,Medium
2,3,1,50,35.52,0,0,Medium
3,2,1,34,44.72,0,0,Low
3,3,7,27,74.94,0,0,Low
1,3,15,30,32.0,0,0,Low
4,2,6,98,22.72,0,1,High
2,1,8,60,38.31,0,0,Medium
4,1,24,71,24.92,0,0,Medium
1,2,9,116,37.82,0,1,High
4,1,7,46,55.4,0,0,Medium
4,1,13,38,73.67,0,0,Low
4,2,4,33,47.9,0,0,Low
4,1,11,58,58.49,0,0,Medium
3,2,7,51,78.94,0,0,Medium
4,2,15,38,56.47,0,0,Low
4,1,13,44,37.38,0,0,Medium
3,3,7,29,60.69,0,0,Low
4,1,2,17,62.34,0,0,Low
2,3,17,28,79.43,0,0,Low
3,2,7,48,38.31,0,0,Medium
4,1,9,95,12.61,0,1,High
3,1,14,115,27.68,0,1,High
2,2,1,19,53.59,0,0,Low
3,3,5,60,78.71,0,0,Medium
1,3,4,44,67.91,0,0,Medium
1,2,5,21,76.16,0,0,Low
1,2,1,19,69.05,0,0,Low
4,1,14,88,10.49,0,1,High
3,2,14,75,28.39,0,0,Medium
2,2,13,17,32.71,0,0,Low
3,2,7,28,54.96,0,0,Low
1,1,11,42,66.93,0,0,Medium
3,2,10,52,46.7,0,0,Medium
3,2,16,58,36.71,0,0,Medium
4,1,2,20,78.07,0,0,Low
2,3,16,45,63.17,0,0,Medium
4,3,21,108,32.37,1,1,High
4,1,14,109,29.27,0,1,High
1,1,9,103,31.29,0,1,High
4,2,23,55,62.36,0,0,Medium
4,1,5,48,79.32,0,0,Medium
2,3,2,56,33.42,0,0,Medium
4,2,9,101,12.09,0,1,High
2,3,15,45,50.16,0,0,Medium
2,3,9,67,39.18,0,0,Medium
4,1,19,60,39.37,0,0,Medium
4,1,1,58,46.39,0,0,Medium
1,2,16,56,48.72,1,1,Medium
4,2,15,44,40.06,0,0,Medium
3,3,21,72,23.58,0,0,Medium
2,3,12,108,25.33,0,1,High
3,3,1,39,73.6,0,0,Low
1,3,13,51,48.89,0,0,Medium
3,1,24,89,15.25,0,1,High
1,2,6,106,26.57,0,1,High
3,2,1,54,73.82,0,0,Medium
4,1,14,86,17.33,0,1,High
2,3,9,101,21.92,0,1,High
4,1,17,37,32.92,0,0,Low
1,3,4,54,64.94,0,0,Medium
3,1,7,58,66.68,0,0,Medium
3,2,21,95,11.98,0,1,High
3,3,18,34,75.32,0,0,Low
4,2,9,73,30.72,0,0,Medium
4,3,23,48,49.7,1,1,Medium
2,1,21,72,19.01,0,1,Medium
2,3,9,99,18.22,0,1,High
3,3,8,72,24.39,0,0,Medium
4,3,2,53,56.85,0,0,Medium
1,3,7,13,44.27,0,0,Low
2,3,11,21,56.93,0,0,Low
4,1,7,11,53.07,0,0,Low
4,2,16,27,67.14,0,0,Low
1,2,18,13,34.82,0,0,Low
4,3,17,56,56.78,0,0,Medium
1,3,8,110,32.35,0,1,High
3,1,9,103,18.72,0,1,High
2,2,4,36,34.23,0,0,Low
4,1,3,60,66.8,0,0,Medium
1,1,1,13,40.39,0,0,Low
1,2,8,68,10.45,0,1,Medium
4,2,8,85,19.95,0,1,High
4,2,11,40,30.26,0,0,Low
2,3,15,38,46.29,0,0,Low
4,1,8,60,37.01,0,0,Medium
4,2,19,11,61.6,0,0,Low
2,2,16,18,67.47,0,0,Low
3,1,12,90,18.3,0,1,High
4,3,4,43,71.97,0,0,Medium
2,1,2,18,56.83,0,0,Low
3,3,6,74,11.54,0,1,Medium
3,3,8,73,19.91,0,1,Medium
4,2,12,102,19.93,0,1,High
1,1,24,63,37.44,0,0,Medium
3,1,19,37,30.8,0,0,Low
2,1,3,13,62.73,0,0,Low
1,1,4,27,76.86,0,0,Low
3,2,17,55,41.11,0,0,Medium
1,1,4,57,61.02,0,0,Medium
3,2,21,109,35.04,0,1,High
3,2,16,25,48.33,0,0,Low
3,2,9,110,32.7,0,1,High
1,2,21,104,27.53,0,1,High
4,1,10,39,55.72,1,1,Low
1,1,23,41,38.42,0,0,Medium
1,3,11,53,43.88,0,0,Medium
3,2,18,33,79.97,0,0,Low
4,2,11,32,50.5,0,0,Low
3,1,20,70,35.85,0,0,Medium
3,3,11,28,66.42,0,0,Low
3,1,19,47,53.79,0,0,Medium
4,3,16,41,43.94,0,0,Medium
3,2,16,59,55.97,0,0,Medium
1,2,10,60,45.41,0,0,Medium
1,3,22,23,48.81,0,0,Low
3,2,21,118,15.05,0,1,High
1,1,15,54,71.88,0,0,Medium
2,3,9,98,38.5,0,1,High
2,2,20,87,39.46,0,1,High
4,1,15,57,41.45,0,0,Medium
4,1,20,91,10.33,0,1,High
2,3,13,24,57.98,0,0,Low
4,1,6,111,12.88,0,1,High
2,3,18,50,32.82,0,0,Medium
3,3,3,36,31.67,0,0,Low
4,2,5,21,79.02,0,0,Low
1,1,4,16,66.25,0,0,Low
2,2,16,45,57.28,0,0,Medium
1,1,14,103,19.46,0,1,High
2,2,7,50,43.97,0,0,Medium
2,3,7,33,62.83,0,0,Low
2,3,10,60,30.83,0,0,Medium
3,3,11,36,41.99,1,1,Low
3,2,7,22,69.26,0,0,Low
3,1,13,52,77.03,0,0,Medium
1,2,14,115,16.2,0,1,High
1,1,14,116,17.25,0,1,High
2,2,13,57,73.43,0,0,Medium
4,3,10,37,69.61,0,0,Low
2,1,17,38,30.56,0,0,Low
4,3,8,78,30.91,0,0,Medium
4,2,14,120,39.42,0,1,High
2,3,2,18,59.21,0,0,Low
2,2,18,14,59.35,0,0,Low
4,2,24,108,11.31,0,1,High
3,3,4,27,72.84,0,0,Low
4,2,17,38,52.38,0,0,Low
3,3,13,45,38.43,0,0,Medium
2,1,24,101,16.84,0,1,High
4,1,19,10,61.79,0,0,Low
4,3,11,33,63.77,0,0,Low
4,1,8,98,11.48,0,1,High
3,2,1,36,40.92,0,0,Low
4,3,21,120,23.14,0,1,High
2,3,10,39,35.4,0,0,Low
4,1,20,99,35.74,0,1,High
4,2,20,87,19.44,0,1,High
1,2,12,75,11.86,0,1,Medium
2,2,7,20,30.93,0,0,Low
3,1,14,117,33.89,0,1,High
1,1,1,23,33.33,0,0,Low
3,3,17,55,76.24,0,0,Medium
1,1,24,77,35.7,0,0,Medium
2,1,5,57,68.64,0,0,Medium
2,2,12,113,32.36,0,1,High
3,1,9,115,33.87,0,1,High
1,3,24,69,15.17,0,1,Medium
2,1,7,33,79.55,0,0,Low
1,1,9,85,12.64,0,1,High
3,3,23,11,39.2,0,0,Low
2,2,8,85,24.9,0,1,High
1,1,11,25,44.92,0,0,Low
2,2,23,22,53.19,1,1,Low
4,2,17,45,73.23,0,0,Medium
4,3,7,48,56.84,0,0,Medium
1,3,4,28,49.8,0,0,Low
4,3,4,51,66.34,0,0,Medium
1,1,11,36,36.51,0,0,Low
1,3,15,30,45.14,1,1,Low
4,2,8,118,10.38,0,1,High
2,1,25,95,12.12,0,1,High
4,3,13,23,48.31,0,0,Low
4,3,14,98,11.07,0,1,High
1,3,2,22,79.15,0,0,Low
1,2,9,100,22.81,0,1,High
3,1,7,13,71.52,0,0,Low
4,2,10,35,31.31,0,0,Low
4,3,17,57,66.0,0,0,Medium
3,1,18,23,36.19,0,0,Low
1,3,19,25,63.77,0,0,Low
1,2,5,32,32.46,0,0,Low
4,1,3,58,54.6,0,0,Medium
3,1,24,78,34.91,0,0,Medium
4,2,1,46,60.31,0,0,Medium
1,1,23,49,41.45,0,0,Medium
3,1,22,23,37.64,0,0,Low
4,3,22,32,51.86,0,0,Low
4,1,16,40,75.83,0,0,Low
3,3,16,34,69.97,0,0,Low
2,3,4,20,49.29,0,0,Low
4,3,2,20,52.59,0,0,Low
2,3,1,34,77.01,0,0,Low
3,1,8,61,16.7,0,1,Medium
1,2,21,93,25.28,0,1,High
1,2,12,105,25.14,0,1,High
4,1,15,60,67.87,1,1,Medium
3,3,1,15,60.24,0,0,Low
3,3,8,110,26.57,0,1,High
2,2,2,46,45.18,1,1,Medium
2,3,1,38,47.55,0,0,Low
1,2,8,102,22.22,1,1,High
2,2,9,91,21.92,0,1,High
1,1,6,103,23.69,0,1,High
4,1,18,30,76.55,0,0,Low
4,3,4,38,32.89,0,0,Low
1,3,24,108,24.0,0,1,High
1,1,17,39,75.9,0,0,Low
2,3,5,23,69.02,0,0,Low
2,3,12,102,33.59,0,1,High
2,1,21,103,30.64,0,1,High
4,1,17,15,79.47,0,0,Low
3,1,24,112,14.53,0,1,High
2,3,24,70,24.74,0,0,Medium
1,2,23,40,78.47,0,0,Low
2,2,23,44,32.63,0,0,Medium
1,2,16,56,78.82,0,0,Medium
1,3,20,80,10.99,0,1,Medium
3,2,23,11,67.61,0,0,Low
1,1,14,116,29.54,0,1,High
2,3,18,22,38.24,1,1,Low
2,3,16,20,44.96,0,0,Low
2,3,12,96,28.92,1,1,High
3,3,11,23,75.12,0,0,Low
4,2,18,17,51.42,0,0,Low
4,1,13,22,55.22,0,0,Low
2,1,14,92,30.59,0,1,High
2,2,18,18,52.28,0,0,Low
